text,text_clean,sentiment,target
so happy with this #5336,happy,positive,2
fantastic support team #5448,fantastic support team,positive,2
terrible quality #3874,terrible quality,negative,0
fantastic support team #5955,fantastic support team,positive,2
will follow up later #669,follow later,neutral,1
totally disappointed with this #7488,totally disappointed,negative,0
standard procedure #4970,standard procedure,neutral,1
totally disappointed with this #8183,totally disappointed,negative,0
so frustrated right now #7860,frustrate right,negative,0
ok thanks #699,ok thanks,neutral,1
totally disappointed with this #6531,totally disappointed,negative,0
best day ever #2585,best day ever,positive,2
totally disappointed with this #8581,totally disappointed,negative,0
highly recommend #6480,highly recommend,positive,2
ok thanks #6065,ok thanks,neutral,1
best day ever #961,best day ever,positive,2
highly recommend #3814,highly recommend,positive,2
link attached for reference #3717,link attach reference,neutral,1
best day ever #5534,best day ever,positive,2
the meeting is at 3pm #4369,meeting 3pm,neutral,1
link attached for reference #8536,link attach reference,neutral,1
terrible quality #7223,terrible quality,negative,0
this is awful #1281,awful,negative,0
the meeting is at 3pm #718,meeting 3pm,neutral,1
worst experience ever #5768,bad experience ever,negative,0
standard procedure #9935,standard procedure,neutral,1
loving this so much #3289,love much,positive,2
noted for the record #649,note record,neutral,1
loving this so much #9593,love much,positive,2
great experience #2346,great experience,positive,2
so happy with this #4507,happy,positive,2
excellent quality #9191,excellent quality,positive,2
this made my day #2731,make day,positive,2
standard procedure #5304,standard procedure,neutral,1
noted for the record #8595,note record,neutral,1
standard procedure #6525,standard procedure,neutral,1
ok thanks #2109,ok thanks,neutral,1
noted for the record #5098,note record,neutral,1
as expected #4748,expect,neutral,1
standard procedure #2759,standard procedure,neutral,1
best day ever #718,best day ever,positive,2
this made my day #3261,make day,positive,2
would not recommend #4538,would recommend,negative,0
terrible quality #3936,terrible quality,negative,0
totally disappointed with this #2920,totally disappointed,negative,0
hate this update #1340,hate update,negative,0
loving this so much #1325,love much,positive,2
great experience #1864,great experience,positive,2
see you tomorrow #1364,see tomorrow,neutral,1
excellent quality #5195,excellent quality,positive,2
will follow up later #6124,follow later,neutral,1
link attached for reference #3122,link attach reference,neutral,1
the meeting is at 3pm #8478,meeting 3pm,neutral,1
highly recommend #203,highly recommend,positive,2
will follow up later #1350,follow later,neutral,1
great experience #7744,great experience,positive,2
will follow up later #8696,follow later,neutral,1
highly recommend #2678,highly recommend,positive,2
best day ever #3366,best day ever,positive,2
so frustrated right now #3176,frustrate right,negative,0
noted for the record #999,note record,neutral,1
best day ever #2342,best day ever,positive,2
would not recommend #6845,would recommend,negative,0
would not recommend #6795,would recommend,negative,0
highly recommend #2650,highly recommend,positive,2
this is awful #1794,awful,negative,0
waste of time #8566,waste time,negative,0
noted for the record #2413,note record,neutral,1
hate this update #668,hate update,negative,0
waste of time #8008,waste time,negative,0
best day ever #1506,best day ever,positive,2
best day ever #5977,best day ever,positive,2
ok thanks #1954,ok thanks,neutral,1
great experience #8636,great experience,positive,2
excellent quality #7648,excellent quality,positive,2
great experience #8376,great experience,positive,2
would not recommend #2151,would recommend,negative,0
link attached for reference #9519,link attach reference,neutral,1
the meeting is at 3pm #6918,meeting 3pm,neutral,1
great experience #5158,great experience,positive,2
worst experience ever #8198,bad experience ever,negative,0
loving this so much #689,love much,positive,2
this made my day #6151,make day,positive,2
link attached for reference #6783,link attach reference,neutral,1
fantastic support team #9097,fantastic support team,positive,2
link attached for reference #9908,link attach reference,neutral,1
the meeting is at 3pm #6189,meeting 3pm,neutral,1
the meeting is at 3pm #4797,meeting 3pm,neutral,1
great experience #1466,great experience,positive,2
best day ever #1139,best day ever,positive,2
so happy with this #8267,happy,positive,2
excellent quality #7565,excellent quality,positive,2
loving this so much #6904,love much,positive,2
see you tomorrow #1562,see tomorrow,neutral,1
fantastic support team #7341,fantastic support team,positive,2
terrible quality #5811,terrible quality,negative,0
best day ever #5896,best day ever,positive,2
waste of time #7826,waste time,negative,0
totally disappointed with this #8934,totally disappointed,negative,0
excellent quality #3312,excellent quality,positive,2
would not recommend #9085,would recommend,negative,0
totally disappointed with this #4314,totally disappointed,negative,0
waste of time #9248,waste time,negative,0
excellent quality #3374,excellent quality,positive,2
so happy with this #6484,happy,positive,2
see you tomorrow #5156,see tomorrow,neutral,1
ok thanks #3368,ok thanks,neutral,1
the meeting is at 3pm #4528,meeting 3pm,neutral,1
terrible quality #5360,terrible quality,negative,0
hate this update #3807,hate update,negative,0
will follow up later #6668,follow later,neutral,1
great experience #3103,great experience,positive,2
as expected #7622,expect,neutral,1
this is awful #6516,awful,negative,0
as expected #7955,expect,neutral,1
this is awful #7794,awful,negative,0
this is awful #6628,awful,negative,0
waste of time #594,waste time,negative,0
as expected #395,expect,neutral,1
highly recommend #7461,highly recommend,positive,2
worst experience ever #9548,bad experience ever,negative,0
highly recommend #2963,highly recommend,positive,2
this made my day #766,make day,positive,2
excellent quality #1749,excellent quality,positive,2
great experience #9223,great experience,positive,2
totally disappointed with this #374,totally disappointed,negative,0
excellent quality #4861,excellent quality,positive,2
noted for the record #691,note record,neutral,1
this is awful #7231,awful,negative,0
ok thanks #9871,ok thanks,neutral,1
so happy with this #3095,happy,positive,2
highly recommend #8651,highly recommend,positive,2
great experience #6684,great experience,positive,2
fantastic support team #7510,fantastic support team,positive,2
see you tomorrow #4172,see tomorrow,neutral,1
see you tomorrow #2495,see tomorrow,neutral,1
would not recommend #9918,would recommend,negative,0
totally disappointed with this #8750,totally disappointed,negative,0
as expected #1703,expect,neutral,1
fantastic support team #1023,fantastic support team,positive,2
loving this so much #4460,love much,positive,2
as expected #1534,expect,neutral,1
will follow up later #5631,follow later,neutral,1
best day ever #3342,best day ever,positive,2
standard procedure #7847,standard procedure,neutral,1
see you tomorrow #8821,see tomorrow,neutral,1
so frustrated right now #1995,frustrate right,negative,0
best day ever #1594,best day ever,positive,2
link attached for reference #9296,link attach reference,neutral,1
fantastic support team #9846,fantastic support team,positive,2
as expected #5230,expect,neutral,1
so happy with this #6992,happy,positive,2
ok thanks #8946,ok thanks,neutral,1
waste of time #5936,waste time,negative,0
excellent quality #6032,excellent quality,positive,2
standard procedure #5371,standard procedure,neutral,1
terrible quality #7367,terrible quality,negative,0
as expected #5841,expect,neutral,1
excellent quality #5625,excellent quality,positive,2
see you tomorrow #5586,see tomorrow,neutral,1
this is awful #2325,awful,negative,0
standard procedure #6423,standard procedure,neutral,1
worst experience ever #2707,bad experience ever,negative,0
noted for the record #4815,note record,neutral,1
totally disappointed with this #8391,totally disappointed,negative,0
best day ever #8670,best day ever,positive,2
would not recommend #7707,would recommend,negative,0
the meeting is at 3pm #8605,meeting 3pm,neutral,1
will follow up later #9061,follow later,neutral,1
standard procedure #3343,standard procedure,neutral,1
will follow up later #1748,follow later,neutral,1
loving this so much #36,love much,positive,2
standard procedure #4750,standard procedure,neutral,1
the meeting is at 3pm #7365,meeting 3pm,neutral,1
noted for the record #3054,note record,neutral,1
worst experience ever #671,bad experience ever,negative,0
totally disappointed with this #6525,totally disappointed,negative,0
highly recommend #6306,highly recommend,positive,2
link attached for reference #6392,link attach reference,neutral,1
terrible quality #1116,terrible quality,negative,0
noted for the record #579,note record,neutral,1
excellent quality #5237,excellent quality,positive,2
as expected #3147,expect,neutral,1
so happy with this #4185,happy,positive,2
link attached for reference #3350,link attach reference,neutral,1
so happy with this #3201,happy,positive,2
worst experience ever #827,bad experience ever,negative,0
worst experience ever #1930,bad experience ever,negative,0
this made my day #6043,make day,positive,2
best day ever #429,best day ever,positive,2
see you tomorrow #315,see tomorrow,neutral,1
waste of time #1269,waste time,negative,0
see you tomorrow #3482,see tomorrow,neutral,1
will follow up later #1673,follow later,neutral,1
